Date,PJME_MW
2005-03-08,809643.0
2005-03-09,899282.0
2005-03-10,864133.0
2005-03-11,806985.0
2005-03-12,728904.0
2005-03-13,708410.0
2005-03-14,788910.0
2005-03-15,802112.0
2005-03-16,792421.0
2005-03-17,788114.0
2005-03-18,761836.0
2005-03-19,689036.0
2005-03-20,679335.0
2005-03-21,756328.0
2005-03-22,751122.0
2005-03-23,788757.0
2005-03-24,779794.0
2005-03-25,726017.0
2005-03-26,684804.0
2005-03-27,648826.0
2005-03-28,757473.0
2005-03-29,732512.0
2005-03-30,716890.0
2005-03-31,726581.0
2005-04-01,702139.0
2005-04-02,673344.0
2005-04-03,650536.0
2005-04-04,729074.0
2005-04-05,708581.0
2005-04-06,697039.0
2005-04-07,693817.0
2005-04-08,677984.0
2005-04-09,615754.0
2005-04-10,599984.0
2005-04-11,673844.0
2005-04-12,694904.0
2005-04-13,697072.0
2005-04-14,696752.0
2005-04-15,687652.0
2005-04-16,631570.0
2005-04-17,607500.0
2005-04-18,680427.0
2005-04-19,697663.0
2005-04-20,730732.0
2005-04-21,694550.0
2005-04-22,680805.0
2005-04-23,628910.0
2005-04-24,610587.0
2005-04-25,706706.0
2005-04-26,696048.0
2005-04-27,685322.0
2005-04-28,679799.0
2005-04-29,677917.0
2005-04-30,631761.0
2005-05-01,590348.0
2005-05-02,685617.0
2005-05-03,696260.0
2005-05-04,692042.0
2005-05-05,694614.0
2005-05-06,689667.0
2005-05-07,620784.0
2005-05-08,583023.0
2005-05-09,683036.0
2005-05-10,692407.0
2005-05-11,715652.0
2005-05-12,709709.0
2005-05-13,670193.0
2005-05-14,629302.0
2005-05-15,619586.0
2005-05-16,690650.0
2005-05-17,684863.0
2005-05-18,689167.0
2005-05-19,690587.0
2005-05-20,684168.0
2005-05-21,613887.0
2005-05-22,589579.0
2005-05-23,677728.0
2005-05-24,688907.0
2005-05-25,698524.0
2005-05-26,697512.0
2005-05-27,703162.0
2005-05-28,620811.0
2005-05-29,584268.0
2005-05-30,600490.0
2005-05-31,709445.0
2005-06-01,721008.0
2005-06-02,706657.0
2005-06-03,698127.0
2005-06-04,654246.0
2005-06-05,720783.0
2005-06-06,912278.0
2005-06-07,913709.0
2005-06-08,991276.0
2005-06-09,1002858.0
2005-06-10,974825.0
2005-06-11,917249.0
2005-06-12,897537.0
2005-06-13,1037938.0
2005-06-14,1097673.0
2005-06-15,1021277.0
2005-06-16,886975.0
2005-06-17,771963.0
2005-06-18,691476.0
2005-06-19,647443.0
2005-06-20,741331.0
2005-06-21,796818.0
2005-06-22,838767.0
2005-06-23,811766.0
2005-06-24,874445.0
2005-06-25,886313.0
2005-06-26,909450.0
2005-06-27,946070.0
2005-06-28,1012831.0
2005-06-29,986668.0
2005-06-30,976463.0
2005-07-01,972039.0
2005-07-02,838171.0
2005-07-03,739082.0
2005-07-04,773139.0
2005-07-05,917730.0
2005-07-06,949868.0
2005-07-07,876046.0
2005-07-08,789502.0
2005-07-09,769451.0
2005-07-10,818609.0
2005-07-11,976414.0
2005-07-12,1033973.0
2005-07-13,973719.0
2005-07-14,989516.0
2005-07-15,999921.0
2005-07-16,914572.0
2005-07-17,906300.0
2005-07-18,1076620.0
2005-07-19,1115074.0
2005-07-20,1084195.0
2005-07-21,1053901.0
2005-07-22,1073583.0
2005-07-23,936555.0
2005-07-24,833476.0
2005-07-25,1016569.0
2005-07-26,1134115.0
2005-07-27,1161914.0
2005-07-28,939469.0
2005-07-29,909761.0
2005-07-30,874113.0
2005-07-31,835029.0
2005-08-01,971539.0
2005-08-02,1064743.0
2005-08-03,1101693.0
2005-08-04,1124614.0
2005-08-05,1110138.0
2005-08-06,932442.0
2005-08-07,880288.0
2005-08-08,963394.0
2005-08-09,911306.0
2005-08-10,984875.0
2005-08-11,1069544.0
2005-08-12,1114158.0
2005-08-13,1093685.0
2005-08-14,1065196.0
2005-08-15,1019633.0
2005-08-16,902820.0
2005-08-17,925896.0
2005-08-18,922340.0
2005-08-19,879480.0
2005-08-20,875437.0
2005-08-21,965090.0
2005-08-22,951692.0
2005-08-23,873698.0
2005-08-24,852254.0
2005-08-25,832072.0
2005-08-26,832715.0
2005-08-27,770276.0
2005-08-28,811465.0
2005-08-29,960873.0
2005-08-30,996192.0
2005-08-31,1043338.0
2005-09-01,927160.0
2005-09-02,912568.0
2005-09-03,774799.0
2005-09-04,714148.0
2005-09-05,731328.0
2005-09-06,815061.0
2005-09-07,813739.0
2005-09-08,837115.0
2005-09-09,822939.0
2005-09-10,746510.0
2005-09-11,711568.0
2005-09-12,853582.0
2005-09-13,913676.0
2005-09-14,920592.0
2005-09-15,989505.0
2005-09-16,989102.0
2005-09-17,892090.0
2005-09-18,786759.0
2005-09-19,876059.0
2005-09-20,898712.0
2005-09-21,853023.0
2005-09-22,843932.0
2005-09-23,903595.0
2005-09-24,711305.0
2005-09-25,672583.0
2005-09-26,815187.0
2005-09-27,785917.0
2005-09-28,738272.0
2005-09-29,743746.0
2005-09-30,691343.0
2005-10-01,631431.0
2005-10-02,631623.0
2005-10-03,735058.0
2005-10-04,760778.0
2005-10-05,776654.0
2005-10-06,791326.0
2005-10-07,819918.0
2005-10-08,744945.0
2005-10-09,623269.0
2005-10-10,699413.0
2005-10-11,716635.0
2005-10-12,711703.0
2005-10-13,716025.0
2005-10-14,711874.0
2005-10-15,644479.0
2005-10-16,610112.0
2005-10-17,691310.0
2005-10-18,703137.0
2005-10-19,704010.0
2005-10-20,695256.0
2005-10-21,699851.0
2005-10-22,652577.0
2005-10-23,618625.0
2005-10-24,717117.0
2005-10-25,742265.0
2005-10-26,742261.0
2005-10-27,745583.0
2005-10-28,735201.0
2005-10-29,682912.0
2005-10-30,623702.0
2005-10-31,715033.0
2005-11-01,714200.0
2005-11-02,710074.0
2005-11-03,723571.0
2005-11-04,700487.0
2005-11-05,632531.0
2005-11-06,614024.0
2005-11-07,689747.0
2005-11-08,709692.0
2005-11-09,715818.0
2005-11-10,713087.0
2005-11-11,730142.0
2005-11-12,675215.0
2005-11-13,636292.0
2005-11-14,697363.0
2005-11-15,720031.0
2005-11-16,720872.0
2005-11-17,754144.0
2005-11-18,795747.0
2005-11-19,734244.0
2005-11-20,683859.0
2005-11-21,760225.0
2005-11-22,781541.0
2005-11-23,817980.0
2005-11-24,710346.0
2005-11-25,787038.0
2005-11-26,755646.0
2005-11-27,698110.0
2005-11-28,723453.0
2005-11-29,723458.0
2005-11-30,729656.0
2005-12-01,785356.0
2005-12-02,812760.0
2005-12-03,794749.0
2005-12-04,766631.0
2005-12-05,852624.0
2005-12-06,860944.0
2005-12-07,890966.0
2005-12-08,898495.0
2005-12-09,873751.0
2005-12-10,817553.0
2005-12-11,792676.0
2005-12-12,858781.0
2005-12-13,924678.0
2005-12-14,975164.0
2005-12-15,955642.0
2005-12-16,837061.0
2005-12-17,800372.0
2005-12-18,789908.0
2005-12-19,879118.0
2005-12-20,921094.0
2005-12-21,909271.0
2005-12-22,880776.0
2005-12-23,804950.0
2005-12-24,716319.0
2005-12-25,709791.0
2005-12-26,721682.0
2005-12-27,792186.0
2005-12-28,799397.0
2005-12-29,772540.0
2005-12-30,764778.0
2005-12-31,754343.0
2006-01-01,709984.0
2006-01-02,769220.0
2006-01-03,818656.0
2006-01-04,822402.0
2006-01-05,796940.0
2006-01-06,819041.0
2006-01-07,798494.0
2006-01-08,739939.0
2006-01-09,772738.0
2006-01-10,774476.0
2006-01-11,793126.0
2006-01-12,753192.0
2006-01-13,764074.0
2006-01-14,702210.0
2006-01-15,792441.0
2006-01-16,862322.0
2006-01-17,857421.0
2006-01-18,792475.0
2006-01-19,821372.0
2006-01-20,771033.0
2006-01-21,699980.0
2006-01-22,718561.0
2006-01-23,811867.0
2006-01-24,803242.0
2006-01-25,827774.0
2006-01-26,863528.0
2006-01-27,847218.0
2006-01-28,733244.0
2006-01-29,709560.0
2006-01-30,744610.0
2006-01-31,779175.0
2006-02-01,798775.0
2006-02-02,785272.0
2006-02-03,739464.0
2006-02-04,702894.0
2006-02-05,696689.0
2006-02-06,814061.0
2006-02-07,825964.0
2006-02-08,845354.0
2006-02-09,852101.0
2006-02-10,846786.0
2006-02-11,784107.0
2006-02-12,783127.0
2006-02-13,861316.0
2006-02-14,833922.0
2006-02-15,798762.0
2006-02-16,762402.0
2006-02-17,744004.0
2006-02-18,787811.0
2006-02-19,828886.0
2006-02-20,836969.0
2006-02-21,836332.0
2006-02-22,840215.0
2006-02-23,802169.0
2006-02-24,817213.0
2006-02-25,763237.0
2006-02-26,790765.0
2006-02-27,889088.0
2006-02-28,854159.0
2006-03-01,819051.0
2006-03-02,842351.0
2006-03-03,842728.0
2006-03-04,785290.0
2006-03-05,728059.0
2006-03-06,789197.0
2006-03-07,796245.0
2006-03-08,797089.0
2006-03-09,750616.0
2006-03-10,707519.0
2006-03-11,629338.0
2006-03-12,619117.0
2006-03-13,701553.0
2006-03-14,703296.0
2006-03-15,767167.0
2006-03-16,764686.0
2006-03-17,746713.0
2006-03-18,724469.0
2006-03-19,712970.0
2006-03-20,786169.0
2006-03-21,813759.0
2006-03-22,800480.0
2006-03-23,774724.0
2006-03-24,759641.0
2006-03-25,695689.0
2006-03-26,682611.0
2006-03-27,741727.0
2006-03-28,737660.0
2006-03-29,716334.0
2006-03-30,712479.0
2006-03-31,692405.0
2006-04-01,619715.0
2006-04-02,570246.0
2006-04-03,694589.0
2006-04-04,709731.0
2006-04-05,736308.0
2006-04-06,725213.0
2006-04-07,710131.0
2006-04-08,656095.0
2006-04-09,645545.0
2006-04-10,704886.0
2006-04-11,695661.0
2006-04-12,686146.0
2006-04-13,683224.0
2006-04-14,642782.0
2006-04-15,611950.0
2006-04-16,562886.0
2006-04-17,658569.0
2006-04-18,680561.0
2006-04-19,686103.0
2006-04-20,700041.0
2006-04-21,672888.0
2006-04-22,642212.0
2006-04-23,609820.0
2006-04-24,681070.0
2006-04-25,690712.0
2006-04-26,681961.0
2006-04-27,692321.0
2006-04-28,669499.0
2006-04-29,610137.0
2006-04-30,592537.0
2006-05-01,677477.0
2006-05-02,686982.0
2006-05-03,690018.0
2006-05-04,711462.0
2006-05-05,718576.0
2006-05-06,638454.0
2006-05-07,589877.0
2006-05-08,676460.0
2006-05-09,684235.0
2006-05-10,700183.0
2006-05-11,697554.0
2006-05-12,691753.0
2006-05-13,624314.0
2006-05-14,589075.0
2006-05-15,687579.0
2006-05-16,693094.0
2006-05-17,694788.0
2006-05-18,702696.0
2006-05-19,679363.0
2006-05-20,614311.0
2006-05-21,597383.0
2006-05-22,676997.0
2006-05-23,684088.0
2006-05-24,693252.0
2006-05-25,702766.0
2006-05-26,731999.0
2006-05-27,696246.0
2006-05-28,692275.0
2006-05-29,765972.0
2006-05-30,959224.0
2006-05-31,934982.0
2006-06-01,960691.0
2006-06-02,902943.0
2006-06-03,728724.0
2006-06-04,648529.0
2006-06-05,735436.0
2006-06-06,755553.0
2006-06-07,751359.0
2006-06-08,758034.0
2006-06-09,762289.0
2006-06-10,642724.0
2006-06-11,611343.0
2006-06-12,715240.0
2006-06-13,775701.0
2006-06-14,789298.0
2006-06-15,785310.0
2006-06-16,804929.0
2006-06-17,780890.0
2006-06-18,868525.0
2006-06-19,986945.0
2006-06-20,939423.0
2006-06-21,925276.0
2006-06-22,976826.0
2006-06-23,969640.0
2006-06-24,840989.0
2006-06-25,773816.0
2006-06-26,882144.0
2006-06-27,917640.0
2006-06-28,966643.0
2006-06-29,963005.0
2006-06-30,863783.0
2006-07-01,811246.0
2006-07-02,860831.0
2006-07-03,949247.0
2006-07-04,912393.0
2006-07-05,910481.0
2006-07-06,835001.0
2006-07-07,812127.0
2006-07-08,773997.0
2006-07-09,797176.0
2006-07-10,933985.0
2006-07-11,1038940.0
2006-07-12,1045047.0
2006-07-13,997863.0
2006-07-14,1007720.0
2006-07-15,914086.0
2006-07-16,951886.0
2006-07-17,1127103.0
2006-07-18,1157309.0
2006-07-19,1043821.0
2006-07-20,1036428.0
2006-07-21,1057103.0
2006-07-22,914820.0
2006-07-23,811557.0
2006-07-24,920531.0
2006-07-25,966501.0
2006-07-26,1025299.0
2006-07-27,1070166.0
2006-07-28,1038199.0
2006-07-29,992115.0
2006-07-30,1004842.0
2006-07-31,1113363.0
2006-08-01,1205397.0
2006-08-02,1253516.0
2006-08-03,1243764.0
2006-08-04,1120282.0
2006-08-05,931153.0
2006-08-06,890109.0
2006-08-07,1040656.0
2006-08-08,1010143.0
2006-08-09,909272.0
2006-08-10,905264.0
2006-08-11,855373.0
2006-08-12,730467.0
2006-08-13,709146.0
2006-08-14,893714.0
2006-08-15,965507.0
2006-08-16,932523.0
2006-08-17,929407.0
2006-08-18,907996.0
2006-08-19,869475.0
2006-08-20,922232.0
2006-08-21,929168.0
2006-08-22,925216.0
2006-08-23,933605.0
2006-08-24,911448.0
2006-08-25,930896.0
2006-08-26,813770.0
2006-08-27,790911.0
2006-08-28,938896.0
2006-08-29,932714.0
2006-08-30,843775.0
2006-08-31,784644.0
2006-09-01,726551.0
2006-09-02,651079.0
2006-09-03,641498.0
2006-09-04,668322.0
2006-09-05,743898.0
2006-09-06,766209.0
2006-09-07,791810.0
2006-09-08,808061.0
2006-09-09,767148.0
2006-09-10,710487.0
2006-09-11,740963.0
2006-09-12,717520.0
2006-09-13,722314.0
2006-09-14,749380.0
2006-09-15,752640.0
2006-09-16,693908.0
2006-09-17,699021.0
2006-09-18,823366.0
2006-09-19,817732.0
2006-09-20,736947.0
2006-09-21,704244.0
2006-09-22,699048.0
2006-09-23,684367.0
2006-09-24,720363.0
2006-09-25,740315.0
2006-09-26,722351.0
2006-09-27,726788.0
2006-09-28,737739.0
2006-09-29,699317.0
2006-09-30,626417.0
2006-10-01,617517.0
2006-10-02,696726.0
2006-10-03,736948.0
2006-10-04,779327.0
2006-10-05,728334.0
2006-10-06,695351.0
2006-10-07,632930.0
2006-10-08,609583.0
2006-10-09,705155.0
2006-10-10,730355.0
2006-10-11,725420.0
2006-10-12,721428.0
2006-10-13,697436.0
2006-10-14,651244.0
2006-10-15,640408.0
2006-10-16,719260.0
2006-10-17,727609.0
2006-10-18,728777.0
2006-10-19,721923.0
2006-10-20,710199.0
2006-10-21,638950.0
2006-10-22,633418.0
2006-10-23,720298.0
2006-10-24,752781.0
2006-10-25,749296.0
2006-10-26,750533.0
2006-10-27,755506.0
2006-10-28,668209.0
2006-10-29,638613.0
2006-10-30,734410.0
2006-10-31,730534.0
2006-11-01,711440.0
2006-11-02,715005.0
2006-11-03,755887.0
2006-11-04,715887.0
2006-11-05,689089.0
2006-11-06,756176.0
2006-11-07,744835.0
2006-11-08,735587.0
2006-11-09,714520.0
2006-11-10,696229.0
2006-11-11,644324.0
2006-11-12,646432.0
2006-11-13,733970.0
2006-11-14,723113.0
2006-11-15,722892.0
2006-11-16,735242.0
2006-11-17,709920.0
2006-11-18,683610.0
2006-11-19,680573.0
2006-11-20,779290.0
2006-11-21,787064.0
2006-11-22,800756.0
2006-11-23,691284.0
2006-11-24,672756.0
2006-11-25,672839.0
2006-11-26,665463.0
2006-11-27,733209.0
2006-11-28,742603.0
2006-11-29,739456.0
2006-11-30,732589.0
2006-12-01,727654.0
2006-12-02,691454.0
2006-12-03,720766.0
2006-12-04,823290.0
2006-12-05,860871.0
2006-12-06,843395.0
2006-12-07,802096.0
2006-12-08,901994.0
2006-12-09,828624.0
2006-12-10,751564.0
2006-12-11,791706.0
2006-12-12,788185.0
2006-12-13,776403.0
2006-12-14,766887.0
2006-12-15,762961.0
2006-12-16,714573.0
2006-12-17,710900.0
2006-12-18,755611.0
2006-12-19,790969.0
2006-12-20,830235.0
2006-12-21,815790.0
2006-12-22,787256.0
2006-12-23,684741.0
2006-12-24,670270.0
2006-12-25,698082.0
2006-12-26,717518.0
2006-12-27,775636.0
2006-12-28,791421.0
2006-12-29,761336.0
2006-12-30,709574.0
